Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2022,50 to 59 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2022,60 years or more,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2022,60 years or more,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,0 to 19 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,0 to 19 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,20 to 29 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,20 to 29 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,30 to 39 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,30 to 39 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,40 to 49 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,40 to 49 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,50 to 59 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,50 to 59 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,60 years or more,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2021,60 years or more,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,0 to 19 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,0 to 19 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,20 to 29 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,20 to 29 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,30 to 39 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,30 to 39 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,40 to 49 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,40 to 49 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,50 to 59 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,50 to 59 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,60 years or more,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2020,60 years or more,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,0 to 19 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,0 to 19 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,20 to 29 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,20 to 29 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,30 to 39 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,30 to 39 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,40 to 49 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,40 to 49 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,50 to 59 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,50 to 59 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,60 years or more,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2019,60 years or more,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,0 to 19 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,0 to 19 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,20 to 29 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,20 to 29 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,30 to 39 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,30 to 39 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,40 to 49 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,40 to 49 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,50 to 59 years,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,50 to 59 years,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,60 years or more,Female,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Alberta,48,By year,2018,60 years or more,Male,Number,n/a
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),0 to 19 years,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),0 to 19 years,Male,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),20 to 29 years,Female,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),20 to 29 years,Male,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),30 to 39 years,Female,Number,14
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),30 to 39 years,Male,Number,21
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),40 to 49 years,Female,Number,12
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),40 to 49 years,Male,Number,14
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),50 to 59 years,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),50 to 59 years,Male,Number,18
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),60 years or more,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2024 (Jan to Jun),60 years or more,Male,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,0 to 19 years,Female,Number,5
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,0 to 19 years,Male,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,20 to 29 years,Female,Number,29
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,20 to 29 years,Male,Number,32
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,30 to 39 years,Female,Number,31
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,30 to 39 years,Male,Number,62
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,40 to 49 years,Female,Number,21
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,40 to 49 years,Male,Number,48
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,50 to 59 years,Female,Number,10
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,50 to 59 years,Male,Number,30
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,60 years or more,Female,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2023,60 years or more,Male,Number,14
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,0 to 19 years,Female,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,0 to 19 years,Male,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,20 to 29 years,Female,Number,17
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,20 to 29 years,Male,Number,31
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,30 to 39 years,Female,Number,26
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,30 to 39 years,Male,Number,34
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,40 to 49 years,Female,Number,21
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,40 to 49 years,Male,Number,52
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,50 to 59 years,Female,Number,8
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,50 to 59 years,Male,Number,25
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,60 years or more,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2022,60 years or more,Male,Number,13
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,0 to 19 years,Female,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,0 to 19 years,Male,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,20 to 29 years,Female,Number,29
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,20 to 29 years,Male,Number,32
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,30 to 39 years,Female,Number,26
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,30 to 39 years,Male,Number,50
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,40 to 49 years,Female,Number,14
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,40 to 49 years,Male,Number,45
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,50 to 59 years,Female,Number,8
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,50 to 59 years,Male,Number,36
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,60 years or more,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2021,60 years or more,Male,Number,9
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,0 to 19 years,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,0 to 19 years,Male,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,20 to 29 years,Female,Number,15
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,20 to 29 years,Male,Number,17
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,30 to 39 years,Female,Number,16
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,30 to 39 years,Male,Number,40
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,40 to 49 years,Female,Number,10
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,40 to 49 years,Male,Number,25
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,50 to 59 years,Female,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,50 to 59 years,Male,Number,21
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,60 years or more,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2020,60 years or more,Male,Number,8
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,0 to 19 years,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,0 to 19 years,Male,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,20 to 29 years,Female,Number,10
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,20 to 29 years,Male,Number,10
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,30 to 39 years,Female,Number,12
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,30 to 39 years,Male,Number,21
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,40 to 49 years,Female,Number,5
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,40 to 49 years,Male,Number,12
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,50 to 59 years,Female,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,50 to 59 years,Male,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,60 years or more,Female,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2019,60 years or more,Male,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,0 to 19 years,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,0 to 19 years,Male,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,20 to 29 years,Female,Number,6
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,20 to 29 years,Male,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,30 to 39 years,Female,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,30 to 39 years,Male,Number,13
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,40 to 49 years,Female,Number,9
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,40 to 49 years,Male,Number,12
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,50 to 59 years,Female,Number,6
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,50 to 59 years,Male,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,60 years or more,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Saskatchewan,47,By year,2018,60 years or more,Male,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),0 to 19 years,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),0 to 19 years,Male,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),20 to 29 years,Female,Number,10
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),20 to 29 years,Male,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),30 to 39 years,Female,Number,5
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),30 to 39 years,Male,Number,23
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),40 to 49 years,Female,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),40 to 49 years,Male,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),50 to 59 years,Female,Number,5
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),50 to 59 years,Male,Number,6
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),60 years or more,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2024 (Jan to Jun),60 years or more,Male,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,0 to 19 years,Female,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,0 to 19 years,Male,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,20 to 29 years,Female,Number,37
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,20 to 29 years,Male,Number,29
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,30 to 39 years,Female,Number,32
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,30 to 39 years,Male,Number,36
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,40 to 49 years,Female,Number,18
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,40 to 49 years,Male,Number,44
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,50 to 59 years,Female,Number,12
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,50 to 59 years,Male,Number,28
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,60 years or more,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2023,60 years or more,Male,Number,8
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,0 to 19 years,Female,Number,6
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,0 to 19 years,Male,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,20 to 29 years,Female,Number,22
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,20 to 29 years,Male,Number,27
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,30 to 39 years,Female,Number,26
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,30 to 39 years,Male,Number,59
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,40 to 49 years,Female,Number,19
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,40 to 49 years,Male,Number,50
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,50 to 59 years,Female,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,50 to 59 years,Male,Number,36
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,60 years or more,Female,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2022,60 years or more,Male,Number,13
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,0 to 19 years,Female,Number,2
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,0 to 19 years,Male,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,20 to 29 years,Female,Number,29
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,20 to 29 years,Male,Number,36
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,30 to 39 years,Female,Number,28
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,30 to 39 years,Male,Number,59
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,40 to 49 years,Female,Number,13
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,40 to 49 years,Male,Number,49
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,50 to 59 years,Female,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,50 to 59 years,Male,Number,30
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,60 years or more,Female,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2021,60 years or more,Male,Number,16
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,0 to 19 years,Female,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,0 to 19 years,Male,Number,3
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,20 to 29 years,Female,Number,22
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,20 to 29 years,Male,Number,25
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,30 to 39 years,Female,Number,25
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,30 to 39 years,Male,Number,55
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,40 to 49 years,Female,Number,26
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,40 to 49 years,Male,Number,34
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,50 to 59 years,Female,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,50 to 59 years,Male,Number,25
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,60 years or more,Female,Number,4
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2020,60 years or more,Male,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,0 to 19 years,Female,Number,0
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,0 to 19 years,Male,Number,1
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,20 to 29 years,Female,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,20 to 29 years,Male,Number,11
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,30 to 39 years,Female,Number,7
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,30 to 39 years,Male,Number,16
Stimulants,Deaths,Age group by sex,Accidental apparent stimulant toxicity deaths,Manitoba,46,By year,2019,40 to 49 years,Female,Number,2
