,Substance,Source,Specific_Measure,Type_Event,Region,PRUID,Time_Period,Year_Quarter,Aggregator,Disaggregator,Unit,Value,Country
27059,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2022,2022,60 years or more,Percent,2,Canada
27060,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,0 to 19 years,Percent,12,Canada
27061,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,20 to 29 years,Percent,32,Canada
27062,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,30 to 39 years,Percent,30,Canada
27063,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,40 to 49 years,Percent,16,Canada
27064,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,50 to 59 years,Percent,7,Canada
27065,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2023,2023,60 years or more,Percent,2,Canada
27066,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,12,Canada
27067,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,33,Canada
27068,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,31,Canada
27069,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,13,Canada
27070,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,7,Canada
27071,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Alberta,48,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,3,Canada
27072,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,0 to 19 years,Percent,19,Canada
27073,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,20 to 29 years,Percent,39,Canada
27074,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,30 to 39 years,Percent,23,Canada
27075,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,40 to 49 years,Percent,Suppr.,Canada
27076,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,50 to 59 years,Percent,0,Canada
27077,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2016,2016,60 years or more,Percent,Suppr.,Canada
27078,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,0 to 19 years,Percent,20,Canada
27079,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,20 to 29 years,Percent,39,Canada
27080,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,30 to 39 years,Percent,25,Canada
27081,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,40 to 49 years,Percent,Suppr.,Canada
27082,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,50 to 59 years,Percent,Suppr.,Canada
27083,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2017,2017,60 years or more,Percent,0,Canada
27084,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,0 to 19 years,Percent,25,Canada
27085,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,20 to 29 years,Percent,38,Canada
27086,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,30 to 39 years,Percent,23,Canada
27087,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,40 to 49 years,Percent,7,Canada
27088,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,50 to 59 years,Percent,Suppr.,Canada
27089,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2018,2018,60 years or more,Percent,Suppr.,Canada
27090,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,0 to 19 years,Percent,16,Canada
27091,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,20 to 29 years,Percent,39,Canada
27092,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,30 to 39 years,Percent,27,Canada
27093,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,40 to 49 years,Percent,11,Canada
27094,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,50 to 59 years,Percent,Suppr.,Canada
27095,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2019,2019,60 years or more,Percent,Suppr.,Canada
27096,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,0 to 19 years,Percent,14,Canada
27097,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,20 to 29 years,Percent,36,Canada
27098,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,30 to 39 years,Percent,28,Canada
27099,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,40 to 49 years,Percent,14,Canada
27100,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,50 to 59 years,Percent,5,Canada
27101,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2020,2020,60 years or more,Percent,3,Canada
27102,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,0 to 19 years,Percent,17,Canada
27103,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,20 to 29 years,Percent,34,Canada
27104,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,30 to 39 years,Percent,33,Canada
27105,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,40 to 49 years,Percent,11,Canada
27106,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,50 to 59 years,Percent,Suppr.,Canada
27107,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2021,2021,60 years or more,Percent,Suppr.,Canada
27108,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,0 to 19 years,Percent,13,Canada
27109,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,20 to 29 years,Percent,30,Canada
27110,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,30 to 39 years,Percent,31,Canada
27111,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,40 to 49 years,Percent,15,Canada
27112,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,50 to 59 years,Percent,Suppr.,Canada
27113,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2022,2022,60 years or more,Percent,Suppr.,Canada
27114,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,0 to 19 years,Percent,15,Canada
27115,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,20 to 29 years,Percent,37,Canada
27116,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,30 to 39 years,Percent,29,Canada
27117,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,40 to 49 years,Percent,13,Canada
27118,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,50 to 59 years,Percent,4,Canada
27119,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2023,2023,60 years or more,Percent,3,Canada
27120,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,20,Canada
27121,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,22,Canada
27122,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,33,Canada
27123,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,19,Canada
27124,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,Suppr.,Canada
27125,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Saskatchewan,47,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,Suppr.,Canada
27126,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,0 to 19 years,Percent,19,Canada
27127,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,20 to 29 years,Percent,38,Canada
27128,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,30 to 39 years,Percent,22,Canada
27129,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,40 to 49 years,Percent,13,Canada
27130,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,50 to 59 years,Percent,7,Canada
27131,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2016,2016,60 years or more,Percent,1,Canada
27132,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,0 to 19 years,Percent,14,Canada
27133,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,20 to 29 years,Percent,36,Canada
27134,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,30 to 39 years,Percent,29,Canada
27135,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,40 to 49 years,Percent,12,Canada
27136,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,50 to 59 years,Percent,7,Canada
27137,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2017,2017,60 years or more,Percent,2,Canada
27138,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,0 to 19 years,Percent,12,Canada
27139,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,20 to 29 years,Percent,34,Canada
27140,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,30 to 39 years,Percent,31,Canada
27141,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,40 to 49 years,Percent,13,Canada
27142,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,50 to 59 years,Percent,8,Canada
27143,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2018,2018,60 years or more,Percent,3,Canada
27144,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,0 to 19 years,Percent,12,Canada
27145,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,20 to 29 years,Percent,32,Canada
27146,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,30 to 39 years,Percent,32,Canada
27147,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,40 to 49 years,Percent,13,Canada
27148,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,50 to 59 years,Percent,9,Canada
27149,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2019,2019,60 years or more,Percent,3,Canada
27150,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,0 to 19 years,Percent,10,Canada
27151,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,20 to 29 years,Percent,29,Canada
27152,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,30 to 39 years,Percent,30,Canada
27153,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,40 to 49 years,Percent,18,Canada
27154,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,50 to 59 years,Percent,10,Canada
27155,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2020,2020,60 years or more,Percent,5,Canada
27156,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,0 to 19 years,Percent,9,Canada
27157,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,20 to 29 years,Percent,27,Canada
27158,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,30 to 39 years,Percent,31,Canada
27159,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,40 to 49 years,Percent,19,Canada
27160,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,50 to 59 years,Percent,9,Canada
27161,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2021,2021,60 years or more,Percent,4,Canada
27162,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,0 to 19 years,Percent,9,Canada
27163,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,20 to 29 years,Percent,26,Canada
27164,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,30 to 39 years,Percent,31,Canada
27165,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,40 to 49 years,Percent,19,Canada
27166,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,50 to 59 years,Percent,11,Canada
27167,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2022,2022,60 years or more,Percent,5,Canada
27168,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,0 to 19 years,Percent,11,Canada
27169,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,20 to 29 years,Percent,24,Canada
27170,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,30 to 39 years,Percent,31,Canada
27171,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,40 to 49 years,Percent,18,Canada
27172,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,50 to 59 years,Percent,10,Canada
27173,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2023,2023,60 years or more,Percent,6,Canada
27174,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),0 to 19 years,Percent,8,Canada
27175,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),20 to 29 years,Percent,25,Canada
27176,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),30 to 39 years,Percent,30,Canada
27177,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),40 to 49 years,Percent,20,Canada
27178,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),50 to 59 years,Percent,11,Canada
27179,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Ontario,35,By year,2024 (Jan to Jun),2024 (Jan to Jun),60 years or more,Percent,6,Canada
27180,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,0 to 19 years,Percent,Suppr.,Canada
27181,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,20 to 29 years,Percent,0,Canada
27182,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,30 to 39 years,Percent,Suppr.,Canada
27183,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,40 to 49 years,Percent,0,Canada
27184,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,50 to 59 years,Percent,0,Canada
27185,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2016,2016,60 years or more,Percent,0,Canada
27186,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,0 to 19 years,Percent,Suppr.,Canada
27187,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,20 to 29 years,Percent,Suppr.,Canada
27188,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,30 to 39 years,Percent,0,Canada
27189,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,40 to 49 years,Percent,0,Canada
27190,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,50 to 59 years,Percent,0,Canada
27191,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2017,2017,60 years or more,Percent,0,Canada
27192,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,0 to 19 years,Percent,Suppr.,Canada
27193,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,20 to 29 years,Percent,Suppr.,Canada
27194,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,30 to 39 years,Percent,0,Canada
27195,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,40 to 49 years,Percent,Suppr.,Canada
27196,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,50 to 59 years,Percent,0,Canada
27197,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2018,2018,60 years or more,Percent,0,Canada
27198,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,0 to 19 years,Percent,Suppr.,Canada
27199,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,20 to 29 years,Percent,0,Canada
27200,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,30 to 39 years,Percent,0,Canada
27201,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,40 to 49 years,Percent,0,Canada
27202,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,50 to 59 years,Percent,0,Canada
27203,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2019,2019,60 years or more,Percent,Suppr.,Canada
27204,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,0 to 19 years,Percent,Suppr.,Canada
27205,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,20 to 29 years,Percent,Suppr.,Canada
27206,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,30 to 39 years,Percent,0,Canada
27207,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,40 to 49 years,Percent,0,Canada
27208,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,50 to 59 years,Percent,0,Canada
27209,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2020,2020,60 years or more,Percent,0,Canada
27210,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,0 to 19 years,Percent,Suppr.,Canada
27211,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,20 to 29 years,Percent,Suppr.,Canada
27212,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,30 to 39 years,Percent,Suppr.,Canada
27213,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,40 to 49 years,Percent,0,Canada
27214,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,50 to 59 years,Percent,0,Canada
27215,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2021,2021,60 years or more,Percent,0,Canada
27216,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,0 to 19 years,Percent,Suppr.,Canada
27217,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,20 to 29 years,Percent,Suppr.,Canada
27218,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,30 to 39 years,Percent,Suppr.,Canada
27219,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,40 to 49 years,Percent,0,Canada
27220,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,50 to 59 years,Percent,0,Canada
27221,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2022,2022,60 years or more,Percent,0,Canada
27222,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,0 to 19 years,Percent,71,Canada
27223,Stimulants,Emergency Department (ED) Visits,Age group,Accidental stimulant-related poisoning ED visits,Nova Scotia,12,By year,2023,2023,20 to 29 years,Percent,Suppr.,Canada
